"","studyno","version","id_cocas","caseno","intno","year","weight","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v48","v49","v50","v51","v49_filt","v50_filt","v51_filt","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","f69","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","o2","f86","v86","v87","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","o7","v122","v123","v124","v125","v126","o9","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v163","v164","v165","v166","v167","v168","v169","v170","v171","v172","v173","f174","v174","v177","o17","v178","v179","v180","v181","v182","v183","v184","v185","v186","v187","v188","v189","o18","o20","v190","v191","v191_4","v192","v193","v194","v195","v196","v197","v198","v199","v200","v201","v202","v203","v204","v205","v206","v207","v208","v209","o26","v210","v211","v212","o28","o29","o30","v213","v214","v215","v216","v217","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v237","v238","v239","v240","v241","v242","o33","o37","o38","v243","v244","v245","v246","v247","v248","v249","v250","o39","o40","o41","v251","v252","v253","v254","v255","v256","v257","v258","v259","v260","v261","v262","v263","v264","v265","v266","v267","v268","v269","v270","v271","v272","v273","v274","v275","v276","v277","v278","v279","v280","v281","v282","v283","v284","v285","v286","v287","v288","v289","v290","v291","v292","age","age_r","age_r2","v293","v294","v295","v296","v297","v298","v299","v300","v301","v302","v303","v303_r","v304","v304_be","v304_r","v305","v306","v307","v308","v308_r","v309","v309_r","v310","v310_r","v310_r2","v311","v311_2","v311_3","v312","v314","v315","v316","v317","v317_2","v317_3","v318","v320","v320_r","o49","v322","v323","o50","o51","o52","o52_r","o53","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c32","c33","language","v324","v325"
"1608",3784,"3.1.0 (2012-12-28)",199905601608,4573,62231,1999,1.04976913393483,2,1,1,1,2,NA,1,2,2,1,2,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,2,3,NA,2,3,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,7,7,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,9,7,5,3,5,5,3,5,2,2,2,2,NA,2,NA,2,NA,8,6,0,0,0,3,NA,NA,0,0,0,0,0,0,0,0,0,10,NA,2,2,2,7,NA,1,1,5,3,5,1,2,2,3,1,3,3,3,1,3,2,1,3,1,1,2,2,2,2,1,5,5,1,4,4,1,1,1,1,2,NA,3,0,1,0,1,1,1,0,1,0,0,0,0,1,2,1,1,1,1,1,2,3,3,8,7,10,10,6,10,2,4,3,1,1,3,1,NA,3,1,NA,3,4,2,4,3,3,3,4,3,4,4,4,3,4,4,1,4,4,3,4,4,NA,4,1,1,4,4,4,4,1,1,1,2,2,NA,1,10,10,10,9,10,1,1,1,10,1,1,1,1,1,NA,3,NA,3,3,2,2,NA,3,2,3,1,3,NA,1,2,NA,NA,2,NA,1,1,NA,2,1,3,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,1902,97,6,3,2,NA,2,1,1,10,2,3,5,0,33,10,8,12,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,2300,23,230,4,NA,1,NA,NA,NA,NA,NA,5609,3,1,4,56011,8031999,1,3,63,1,4,2,1,2,1,NA,4,1,1,1,5,NA,2,NA,NA,NA,3,NA,3,1,1,1,4,NA,1,2,1.01157945268534,5602,199903,199906
"1609",3784,"3.1.0 (2012-12-28)",199905601609,4574,62231,1999,1.28800105078357,2,1,2,2,NA,NA,2,NA,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,0,4,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,1,5,1,5,1,2,2,2,2,2,2,2,NA,2,NA,8,1,1,1,NA,2,0,NA,1,0,NA,0,0,0,NA,0,0,8,3,5,NA,1,6,2,2,1,5,1,5,1,3,3,3,1,3,1,3,1,1,1,1,2,1,1,1,2,1,1,1,4,4,1,2,NA,1,4,1,1,1,2,3,0,0,0,1,0,1,0,1,0,1,0,0,1,4,1,1,3,3,3,3,2,NA,1,1,1,10,1,1,2,3,2,3,1,3,1,3,3,1,1,3,4,2,4,2,3,NA,2,1,NA,NA,NA,2,2,2,2,2,NA,4,NA,2,3,3,2,3,3,3,3,2,NA,3,1,NA,1,5,1,5,NA,5,1,1,5,1,1,5,5,1,1,NA,NA,2,3,3,3,4,3,4,NA,4,4,4,1,3,5,1,2,NA,NA,2,1,1,1,1,5,4,2,NA,3,4,3,3,3,1,1,3,2,1,1,1,1,1,2,2,4,NA,1,1,3,2,3,2,1,1951,48,4,2,2,NA,2,3,NA,1,1,0,0,0,16,5,3,3,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5603,1,4,6,56011,9031999,0,57,57,2,NA,2,2,NA,NA,NA,6,NA,6,1,6,NA,3,2,3,2,2,NA,4,3,3,3,4,NA,NA,2,1.24114470114596,5602,199903,199906
"1610",3784,"3.1.0 (2012-12-28)",199905601610,4575,62231,1999,0.883121654933027,2,1,3,2,2,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,3,NA,4,NA,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,8,9,0,3,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,NA,NA,3,3,4,4,2,5,1,2,2,2,3,1,1,2,NA,8,2,1,1,1,NA,0,0,0,0,1,1,0,0,0,NA,0,3,2,6,NA,2,4,2,2,1,4,1,4,1,1,3,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,2,2,NA,2,1,3,NA,1,1,3,3,2,NA,1,0,0,0,1,0,1,1,1,0,1,0,0,NA,3,0,1,NA,1,2,2,1,7,2,8,6,NA,1,4,4,2,3,1,1,1,1,NA,1,1,3,2,NA,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,3,6,7,3,3,4,1,1,NA,3,4,2,1,1,1,1,1,3,1,6,2,3,3,1,1,3,5,1,1,1,1,1,1,3,3,2,3,3,3,3,NA,4,3,3,3,1,5,1,2,5614,NA,3,NA,2,1,3,4,1,3,1,2,3,3,4,3,3,3,3,3,1,2,2,3,2,1,3,2,3,1,NA,NA,NA,NA,NA,2,1971,28,2,1,1,1,2,1,2,2,2,0,0,2,19,8,6,8,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,5200,52,520,5,6,2,1,3100,31,310,5,5605,2,4,6,56011,11031999,1,20,80,1,NA,3,NA,NA,NA,1,4,4,5,2,5,6,3,2,3,1,2,3,4,3,4,3,2,5,2,2,0.850994462947495,5602,199903,199906
"1611",3784,"3.1.0 (2012-12-28)",199905601611,4576,62231,1999,1.24057657309674,1,2,3,2,3,4,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,1,4,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,5,8,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,7,7,1,4,3,3,5,3,1,1,1,2,2,2,NA,2,NA,8,8,0,1,1,2,0,0,NA,0,0,0,0,0,NA,0,0,5,4,1,2,2,7,4,2,1,5,1,5,1,1,3,3,1,2,3,3,1,2,1,2,2,1,1,1,1,1,2,1,2,1,4,1,1,3,3,3,3,3,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,3,0,1,3,3,3,3,1,7,5,3,1,1,10,5,3,2,2,2,2,1,1,1,1,3,3,4,2,2,3,2,2,3,3,3,2,1,2,2,4,1,2,2,2,3,NA,1,1,4,2,1,2,1,2,1,2,1,1,1,3,1,1,5,3,5,5,3,1,1,5,1,1,3,1,1,1,3,3,2,3,2,2,3,3,3,3,3,2,3,5,1,3,5618,NA,3,2,1,1,1,4,1,1,2,5,5,3,5,3,4,3,5,4,1,2,2,4,2,3,2,4,5,2,NA,NA,NA,NA,NA,1,1976,23,1,1,2,NA,1,5,NA,0,1,0,0,0,18,7,4,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,8300,83,830,8,NA,1,NA,NA,NA,NA,NA,5602,1,3,6,56011,5031999,1,10,70,1,2,8,NA,NA,NA,NA,2,5,4,3,2,NA,1,3,2,1,1,NA,3,4,4,3,3,NA,2,2,1.19544548440245,5602,199903,199906
"1612",3784,"3.1.0 (2012-12-28)",199905601612,4577,62231,1999,1.04976913393483,1,1,2,2,2,1,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,1,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,7,0,4,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,NA,NA,4,1,5,NA,5,1,1,3,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,NA,1,1,0,1,1,0,0,1,1,10,1,1,1,1,2,10,5,1,NA,NA,1,2,1,1,3,1,3,1,1,2,2,1,1,1,1,1,2,2,2,1,4,4,1,1,1,1,NA,1,2,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,4,0,1,3,1,3,3,2,6,2,2,2,7,NA,9,3,1,1,1,1,1,1,1,1,1,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,7,7,4,2,4,2,1,1,1,1,2,1,1,1,1,NA,1,1,NA,1,5,1,1,1,1,1,1,NA,1,1,1,1,3,3,3,3,3,2,3,3,3,3,3,3,2,5,1,1,5612,NA,3,NA,4,4,1,1,1,3,1,4,4,4,4,4,1,1,4,3,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1933,66,6,3,2,NA,2,2,2,1,1,0,0,0,15,4,3,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4100,41,410,5,NA,1,NA,NA,NA,NA,NA,5603,1,2,6,56011,10031999,1,19,79,1,NA,5,NA,NA,NA,1,6,NA,6,NA,2,6,3,2,2,1,1,3,4,4,4,4,4,4,2,2,1.01157945268534,5602,199903,199906
"1613",3784,"3.1.0 (2012-12-28)",199905601613,4578,62231,1999,1.31618876165186,1,1,1,1,4,4,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,6,0,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1,2,5,1,5,1,5,1,2,1,1,2,2,NA,2,NA,8,8,1,1,0,3,0,0,0,0,1,1,1,0,1,1,0,NA,3,5,2,2,7,2,2,1,5,1,5,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,3,1,1,4,1,4,4,1,1,1,1,NA,1,1,0,1,0,0,1,0,0,0,1,0,1,1,4,1,3,3,1,3,3,1,1,5,10,1,10,10,NA,1,2,2,1,1,1,3,3,1,1,2,4,1,2,4,4,1,2,2,4,3,1,1,1,3,4,1,4,4,1,8,NA,1,4,NA,4,NA,2,4,4,1,10,1,1,5,5,1,1,5,5,5,1,1,1,1,5,1,1,1,1,1,4,4,4,3,4,4,4,3,4,3,4,3,4,5,1,4,5614,NA,2,1,1,1,1,5,1,1,3,5,5,3,4,4,3,3,3,1,1,1,1,1,1,1,1,1,5,5,NA,1,2,NA,5,1,1963,36,3,2,1,1,1,1,2,2,2,0,1,1,18,7,5,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,7100,71,710,7,NA,1,NA,NA,NA,NA,NA,5605,2,3,6,56011,5031999,1,0,60,1,4,1,NA,NA,NA,NA,2,1,1,1,6,NA,1,1,1,1,3,NA,1,3,5,3,4,NA,1,2,1.26830696779188,5602,199903,199906
"1614",3784,"3.1.0 (2012-12-28)",199905601614,4579,62231,1999,1.31618876165186,2,1,2,1,4,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,3,2,NA,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,NA,NA,1,3,3,1,3,1,2,2,2,2,1,1,5,2,NA,2,8,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,10,1,1,1,NA,2,1,1,5,1,5,1,1,3,2,3,1,3,1,3,1,1,1,1,3,3,1,1,2,2,5,1,4,3,3,NA,1,3,3,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,4,0,1,1,1,3,3,1,NA,10,1,5,10,1,5,1,4,2,1,1,1,2,1,1,1,2,1,1,1,3,1,1,3,1,1,1,4,4,1,1,1,4,1,2,6,9,4,4,4,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,4,2,2,2,3,NA,2,NA,NA,NA,3,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1964,35,3,2,1,1,1,1,1,4,2,0,2,2,23,10,4,4,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,9300,93,930,9,6,1,NA,NA,NA,NA,NA,5604,2,3,6,56011,9031999,1,18,78,1,NA,6,NA,NA,NA,NA,4,4,4,4,6,NA,3,3,3,3,3,NA,4,4,4,4,4,NA,1,2,1.26830696779188,5602,199903,199906
"1615",3784,"3.1.0 (2012-12-28)",199905601615,4580,95162,1999,0.822273903868057,2,1,3,3,4,4,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,NA,4,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,5,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,NA,NA,3,4,2,NA,1,5,2,2,1,1,NA,1,1,2,NA,8,2,0,1,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,1,2,5,2,2,5,3,2,1,NA,1,4,2,1,2,3,2,3,3,3,2,2,2,NA,2,2,2,2,1,1,1,1,NA,1,4,1,2,1,1,3,2,2,1,1,0,0,0,1,0,1,1,0,0,0,0,1,NA,4,NA,1,3,3,3,3,1,NA,10,5,NA,NA,1,10,2,3,2,NA,1,2,NA,1,1,1,NA,3,2,2,3,4,3,4,2,3,4,NA,NA,2,3,2,2,NA,4,1,5,NA,NA,NA,NA,NA,1,1,NA,3,1,1,1,1,NA,1,1,5,5,5,5,1,1,1,NA,1,1,1,1,1,1,3,3,2,3,3,2,3,3,3,3,NA,1,2,4,1,2,NA,NA,3,2,2,2,2,3,1,3,3,4,4,5,5,5,2,3,4,3,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1954,45,4,2,1,1,2,1,2,2,3,1,0,0,16,5,3,3,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7400,74,740,6,5605,2,4,6,56011,11031999,1,0,60,1,NA,5,NA,NA,NA,NA,5,6,NA,NA,6,NA,2,2,NA,NA,2,NA,4,4,3,NA,4,NA,2,2,0.79236029974942,5602,199903,199906
"1616",3784,"3.1.0 (2012-12-28)",199905601616,4581,62231,1999,1.32942787845369,1,1,1,3,2,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,1,3,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,2,4,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,NA,NA,NA,3,2,2,4,3,2,2,2,3,2,1,5,2,NA,8,8,1,1,1,1,1,1,NA,0,1,1,1,1,1,0,1,7,NA,10,1,1,1,4,2,1,4,4,2,1,1,2,2,1,NA,1,3,1,3,2,2,2,1,1,3,1,2,2,2,2,2,1,1,3,4,1,1,1,1,2,1,1,1,1,1,0,1,1,0,0,1,1,1,0,2,0,1,3,1,3,3,2,7,7,8,6,9,7,7,1,2,2,2,1,1,2,2,1,2,2,1,1,1,3,1,1,1,1,1,1,2,2,1,1,4,1,1,2,8,NA,3,1,4,2,1,2,1,2,2,5,1,1,1,4,4,1,5,1,4,1,1,1,1,6,4,4,1,1,1,3,3,3,3,2,2,1,2,2,3,4,3,3,4,5,1,NA,NA,NA,2,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,3,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1980,19,1,1,2,NA,2,5,NA,0,3,0,0,0,18,7,4,4,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,5200,52,520,5,5,2,2,7400,74,740,8,5602,1,4,6,56011,3031999,1,10,70,2,NA,6,NA,NA,NA,NA,2,1,1,4,6,NA,2,1,1,2,3,NA,3,3,3,4,5,NA,NA,2,1.28106445712502,5602,199903,199906
"1617",3784,"3.1.0 (2012-12-28)",199905601617,4582,62231,1999,0.883121654933027,1,1,2,2,2,1,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,2,NA,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,10,3,3,5,4,3,4,2,3,2,2,1,1,5,2,NA,2,1,NA,NA,1,1,1,1,1,1,1,0,1,1,1,0,0,1,2,1,1,1,1,1,2,1,5,1,5,1,1,2,3,1,2,2,3,2,3,1,1,1,NA,2,2,1,1,2,2,1,1,2,4,2,1,2,2,1,2,1,1,0,0,0,1,0,1,0,1,1,1,0,0,NA,2,0,1,NA,1,NA,NA,3,NA,10,10,10,5,1,10,2,3,2,1,2,2,1,1,1,1,1,NA,NA,NA,1,2,2,1,2,1,1,2,1,1,2,4,4,3,2,5,NA,2,2,4,1,1,2,1,3,2,3,1,1,1,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,NA,1,NA,NA,NA,NA,NA,1,1,1,1,2,5,1,2,2,2,3,3,1,2,2,1,1,2,1,2,1,2,3,1,1,1,3,3,1,2,2,2,1970,29,2,1,2,NA,2,5,NA,0,3,0,0,0,23,10,7,9,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,2400,24,240,5,NA,1,NA,NA,NA,NA,NA,NA,NA,2,6,56011,10031999,1,18,78,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,2,2,0.850994462947495,5602,199903,199906
"1618",3784,"3.1.0 (2012-12-28)",199905601618,4583,62231,1999,0.804364042260194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,4,4,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,0,3,NA,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,NA,NA,1,NA,2,2,NA,1,2,3,1,1,3,1,1,2,NA,8,8,1,1,1,2,NA,0,NA,0,1,0,NA,1,NA,NA,0,1,3,10,2,1,6,3,2,1,5,2,NA,NA,1,2,3,1,3,3,3,1,3,1,3,1,1,2,2,1,1,2,2,1,2,1,2,1,1,4,3,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,3,0,1,3,3,3,3,NA,NA,NA,10,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,10,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,1,5615,NA,4,2,NA,NA,NA,5,NA,NA,1,2,3,NA,NA,NA,1,1,NA,1,1,3,1,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1901,98,6,3,2,NA,NA,NA,2,0,2,0,0,0,18,7,2,2,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,2,1,NA,NA,NA,NA,5604,2,4,6,56011,4031999,1,10,70,3,NA,NA,NA,NA,NA,NA,5,2,2,6,5,NA,3,2,2,2,3,NA,5,5,5,5,5,NA,2,2,0.775101983213627,5602,199903,199906
"1619",3784,"3.1.0 (2012-12-28)",199905601619,4584,62231,1999,1.24057657309674,1,1,2,2,3,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,7,0,4,2,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,7,9,2,4,1,2,3,3,1,1,2,2,1,1,9,2,NA,2,6,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,10,1,1,1,2,2,1,5,2,3,3,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,4,2,2,4,2,3,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,3,0,1,3,1,1,1,2,3,8,2,8,9,2,9,1,4,2,1,2,1,1,1,1,1,2,NA,2,2,3,4,4,3,3,1,2,3,1,2,4,1,2,4,2,3,NA,2,2,4,2,1,2,1,2,2,1,1,1,7,7,3,1,5,5,1,4,1,1,3,10,3,1,3,1,1,1,2,3,2,1,3,1,2,1,3,2,2,1,3,2,1,3,5611,NA,NA,NA,1,1,1,4,4,1,1,3,4,4,5,5,2,2,1,2,1,2,2,2,1,3,2,2,4,2,2,2,3,2,4,1,1979,20,1,1,1,2,1,5,NA,0,2,0,0,0,18,7,5,7,2,2,1,1,2,2,33,4,NA,NA,NA,7100,71,710,7,NA,1,NA,NA,NA,NA,NA,5604,2,3,6,56011,4031999,0,50,50,1,2,6,NA,NA,NA,1,3,4,4,2,6,3,2,2,2,1,3,2,3,2,3,3,4,4,1,2,1.19544548440245,5602,199903,199906
"1620",3784,"3.1.0 (2012-12-28)",199905601620,4585,62231,1999,1.01830499550523,2,1,2,2,4,3,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,2,2,NA,NA,NA,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,6,3,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,NA,NA,5,1,2,5,3,4,1,2,2,2,2,2,NA,1,8,8,1,1,1,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,10,2,4,2,1,7,1,1,10,5,1,4,2,1,3,3,1,3,3,3,1,1,3,1,1,1,1,3,2,2,2,1,4,3,1,3,3,1,3,4,1,3,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,4,0,1,1,1,3,3,1,NA,2,1,10,5,1,5,2,1,2,1,3,1,1,3,1,1,2,2,2,1,3,3,2,4,3,2,2,3,2,4,4,1,1,1,4,1,5,3,2,4,2,1,2,2,2,2,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,3,1,1,1,1,1,2,3,2,3,3,3,3,3,3,2,3,5,3,2,1,4,5618,NA,2,1,1,1,2,3,1,5,1,2,3,5,5,5,2,3,3,1,1,2,2,3,1,1,1,1,5,1,NA,NA,NA,NA,NA,2,1964,35,3,2,2,NA,1,5,NA,0,1,0,0,0,22,10,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2200,22,220,5,NA,1,NA,NA,NA,NA,NA,5601,1,1,6,56011,3031999,1,25,85,1,NA,7,NA,NA,NA,NA,1,4,5,6,3,NA,1,3,3,3,2,NA,3,4,4,5,3,NA,1,2,0.981259952041878,5602,199903,199906
"1621",3784,"3.1.0 (2012-12-28)",199905601621,4631,72840,1999,1.43846699686164,1,1,3,2,3,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,NA,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,8,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,5,5,2,3,3,5,2,1,1,1,1,1,1,2,NA,3,1,1,1,1,1,NA,1,NA,NA,1,NA,NA,NA,0,1,0,2,1,8,1,1,2,2,2,3,3,2,3,1,1,2,3,1,2,2,3,1,3,2,NA,1,2,3,3,1,2,2,2,5,5,3,2,3,3,3,3,3,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,3,0,3,3,3,3,3,1,3,3,4,4,5,4,5,1,3,1,1,2,1,3,1,1,1,3,1,2,2,3,3,3,3,3,2,3,3,3,2,3,2,2,2,1,7,3,NA,1,4,NA,2,4,NA,3,1,7,8,1,1,5,1,2,1,1,1,7,2,2,1,5,1,4,1,5,1,1,3,2,3,2,3,3,3,3,4,3,3,1,2,3,1,2,NA,NA,2,2,1,1,3,1,2,4,1,3,3,4,4,4,1,4,4,2,1,2,2,3,2,2,1,3,2,4,NA,NA,NA,NA,NA,1,1911,88,6,3,1,1,2,1,2,3,3,0,0,0,13,2,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,7200,72,720,8,NA,2,1,3200,32,320,4,NA,NA,3,3,56006,16031999,1,10,70,2,NA,5,NA,NA,NA,NA,4,4,4,2,5,NA,2,3,3,2,3,NA,4,4,3,NA,4,NA,2,1,1.05876476245624,5601,199903,199906
